accreditation_code,power_station_name,state,installed_capacity,postcode,fuel_source_s,accreditation_start_date,suspension_status,baseline_mwh,comment,accreditation_start_year,power_station_name_key,power_station_name_canonical,power_station_name_core,fuel_family,source_file
SRPVSA84,Redmud Green Energy 40 - Solar - SA,SA,0.216,5333,Solar,2018-12-03,Unsuspended,0,,2018,redmud green energy 40 solar sa,redmud green energy 40,redmud green 40,solar,cer_historical_accredited_power_stations.csv
SRPVSA89,Redmud Green Energy 41 - Solar - SA,SA,0.216,5342,Solar,2018-12-17,Unsuspended,0,,2018,redmud green energy 41 solar sa,redmud green energy 41,redmud green 41,solar,cer_historical_accredited_power_stations.csv
SRPVSAD2,Redmud Green Energy 42 - Solar - SA,SA,0.2268,5342,Solar,2019-07-29,Unsuspended,0,,2019,redmud green energy 42 solar sa,redmud green energy 42,redmud green 42,solar,cer_historical_accredited_power_stations.csv
SRPVSAL7,Redmud Green Energy 43 - Solar - SA,SA,2.446,5550,Solar,2021-07-01,Unsuspended,0,,2021,redmud green energy 43 solar sa,redmud green energy 43,redmud green 43,solar,cer_historical_accredited_power_stations.csv
SRPVSA97,Redmud Green Energy 44 - Solar - SA,SA,0.216,5341,Solar,2019-03-04,Unsuspended,0,,2019,redmud green energy 44 solar sa,redmud green energy 44,redmud green 44,solar,cer_historical_accredited_power_stations.csv
SRPVSA98,Redmud Green Energy 45 - Solar - SA,SA,0.216,5333,Solar,2019-01-14,Unsuspended,0,,2019,redmud green energy 45 solar sa,redmud green energy 45,redmud green 45,solar,cer_historical_accredited_power_stations.csv
SRPVSA85,Redmud Green Energy 46 - Solar - SA,SA,0.216,5345,Solar,2018-12-10,Unsuspended,0,,2018,redmud green energy 46 solar sa,redmud green energy 46,redmud green 46,solar,cer_historical_accredited_power_stations.csv
SRPVSA96,Redmud Green Energy 47 - Solar - SA,SA,0.216,5341,Solar,2019-02-12,Unsuspended,0,,2019,redmud green energy 47 solar sa,redmud green energy 47,redmud green 47,solar,cer_historical_accredited_power_stations.csv
SRPVSA94,Redmud Green Energy 48. - Solar - SA,SA,0.2124,5341,Solar,2018-12-21,Unsuspended,0,,2018,redmud green energy 48 solar sa,redmud green energy 48,redmud green 48,solar,cer_historical_accredited_power_stations.csv
SRPVSAC1,Redmud Green Energy 49 - Solar - SA,SA,0.216,5652,Solar,2019-05-20,Unsuspended,0,,2019,redmud green energy 49 solar sa,redmud green energy 49,redmud green 49,solar,cer_historical_accredited_power_stations.csv
SRPVSA21,Redmud Green Energy 5 - Solar - SA,SA,0.212,5341,Solar,2017-01-25,Unsuspended,0,,2017,redmud green energy 5 solar sa,redmud green energy 5,redmud green 5,solar,cer_historical_accredited_power_stations.csv
SRPVSAB7,Redmud Green Energy 50 - Solar - SA,SA,0.216,5321,Solar,2019-04-18,Unsuspended,0,,2019,redmud green energy 50 solar sa,redmud green energy 50,redmud green 50,solar,cer_historical_accredited_power_stations.csv
SRPVSAC3,Redmud Green Energy 52 - Solar - SA,SA,0.216,5550,Solar,2019-05-31,Unsuspended,0,,2019,redmud green energy 52 solar sa,redmud green energy 52,redmud green 52,solar,cer_historical_accredited_power_stations.csv
SRPVSAD5,Redmud Green Energy 55 - Solar - SA,SA,0.2188,5332,Solar,2019-08-12,Unsuspended,0,,2019,redmud green energy 55 solar sa,redmud green energy 55,redmud green 55,solar,cer_historical_accredited_power_stations.csv
SRPVSAC2,Redmud Green Energy 56 - Solar - SA,SA,0.22,5333,Solar,2019-05-20,Unsuspended,0,,2019,redmud green energy 56 solar sa,redmud green energy 56,redmud green 56,solar,cer_historical_accredited_power_stations.csv
SRPVSAD6,Redmud Green Energy 59 - Solar - SA,SA,0.252,5333,Solar,2019-08-12,Unsuspended,0,,2019,redmud green energy 59 solar sa,redmud green energy 59,redmud green 59,solar,cer_historical_accredited_power_stations.csv
SRPVSA23,Redmud Green Energy 6 - Solar - SA,SA,0.212,5342,Solar,2017-03-09,Unsuspended,0,,2017,redmud green energy 6 solar sa,redmud green energy 6,redmud green 6,solar,cer_historical_accredited_power_stations.csv
SRPVSAD7,Redmud Green Energy 60 - Solar - SA,SA,0.252,5333,Solar,2019-08-12,Unsuspended,0,,2019,redmud green energy 60 solar sa,redmud green energy 60,redmud green 60,solar,cer_historical_accredited_power_stations.csv
SRPVSAD8,Redmud Green Energy 62 - Solar - SA,SA,0.2268,5321,Solar,2019-09-03,Unsuspended,0,,2019,redmud green energy 62 solar sa,redmud green energy 62,redmud green 62,solar,cer_historical_accredited_power_stations.csv
SRPVSAB9,Redmud Green Energy 63 - Solar - SA,SA,0.216,5341,Solar,2019-05-20,Unsuspended,0,,2019,redmud green energy 63 solar sa,redmud green energy 63,redmud green 63,solar,cer_historical_accredited_power_stations.csv
SRPVSAD4,Redmud Green Energy 65 - Solar - SA,SA,1.026,5550,Solar,2019-08-08,Unsuspended,0,,2019,redmud green energy 65 solar sa,redmud green energy 65,redmud green 65,solar,cer_historical_accredited_power_stations.csv
SRPVSAF1,Redmud Green Energy 68 - Solar - SA,SA,0.2268,5652,Solar,2019-11-04,Unsuspended,0,,2019,redmud green energy 68 solar sa,redmud green energy 68,redmud green 68,solar,cer_historical_accredited_power_stations.csv
SRPVSA25,Redmud Green Energy 7 - Solar - SA,SA,0.424,5321,Solar,2017-06-01,Unsuspended,0,,2017,redmud green energy 7 solar sa,redmud green energy 7,redmud green 7,solar,cer_historical_accredited_power_stations.csv
SRPVSAE1,Redmud Green Energy 70 - Solar - SA,SA,0.2268,5341,Solar,2019-09-20,Unsuspended,0,,2019,redmud green energy 70 solar sa,redmud green energy 70,redmud green 70,solar,cer_historical_accredited_power_stations.csv
SRPVSAF0,Redmud Green Energy 73 - Solar - SA,SA,0.2268,5342,Solar,2019-10-14,Unsuspended,0,,2019,redmud green energy 73 solar sa,redmud green energy 73,redmud green 73,solar,cer_historical_accredited_power_stations.csv
SRPVSA26,Redmud Green Energy 8 - Solar - SA,SA,0.212,5333,Solar,2017-05-11,Unsuspended,0,,2017,redmud green energy 8 solar sa,redmud green energy 8,redmud green 8,solar,cer_historical_accredited_power_stations.csv
SRPVSAI4,Redmud Green Energy 82 - Solar - SA,SA,0.2268,5238,Solar,2020-06-03,Unsuspended,0,,2020,redmud green energy 82 solar sa,redmud green energy 82,redmud green 82,solar,cer_historical_accredited_power_stations.csv
SRPVSAI8,Redmud Green Energy 85 -Solar - SA,SA,0.2268,5333,Solar,2020-06-19,Unsuspended,0,,2020,redmud green energy 85 solar sa,redmud green energy 85 solar,redmud green 85,solar,cer_historical_accredited_power_stations.csv
SRPVSAJ0,Redmud Green Energy 88 - Solar - SA,SA,0.2268,5333,Solar,2020-07-27,Unsuspended,0,,2020,redmud green energy 88 solar sa,redmud green energy 88,redmud green 88,solar,cer_historical_accredited_power_stations.csv
SRPVSA27,Redmud Green Energy 9 - Solar - SA,SA,0.212,5333,Solar,2017-07-01,Unsuspended,0,,2017,redmud green energy 9 solar sa,redmud green energy 9,redmud green 9,solar,cer_historical_accredited_power_stations.csv
SRPVSAJ1,Redmud Green Energy 90 - Solar - SA,SA,0.2268,5355,Solar,2020-07-01,Unsuspended,0,,2020,redmud green energy 90 solar sa,redmud green energy 90,redmud green 90,solar,cer_historical_accredited_power_stations.csv
SRPVSAJ6,Redmud Green Energy 92 - Solar - SA,SA,0.2113,5341,Solar,2020-09-25,Unsuspended,0,,2020,redmud green energy 92 solar sa,redmud green energy 92,redmud green 92,solar,cer_historical_accredited_power_stations.csv
SRPVSAO7,Redmud Green Energy 93- Solar - SA,SA,0.2368,5321,Solar,2022-02-01,Unsuspended,0,,2022,redmud green energy 93 solar sa,redmud green energy 93 solar,redmud green 93,solar,cer_historical_accredited_power_stations.csv
SRPVSA36,Redmud Green Energy 94 - Solar - SA,SA,1.06,5322,Solar,2017-12-22,Unsuspended,0,,2017,redmud green energy 94 solar sa,redmud green energy 94,redmud green 94,solar,cer_historical_accredited_power_stations.csv
SRPVSAL8,Redmud Green Energy 95 - Solar - SA,SA,5.3366,5341,Solar,2021-08-24,Unsuspended,0,,2021,redmud green energy 95 solar sa,redmud green energy 95,redmud green 95,solar,cer_historical_accredited_power_stations.csv
SRPVSAO8,Redmud Green Energy 97 - Solar - SA,SA,0.2368,5341,Solar,2022-01-11,Unsuspended,0,,2022,redmud green energy 97 solar sa,redmud green energy 97,redmud green 97,solar,cer_historical_accredited_power_stations.csv
SRPVSA10,Renmark Self Storage - Solar - SA,SA,0.18,5341,Solar,2016-02-29,Unsuspended,0,,2016,renmark self storage solar sa,renmark self storage,renmark self storage,solar,cer_historical_accredited_power_stations.csv
SRPVSAQ9,Research Road Waste Water Treatment - Solar - SA,SA,0.212,5355,Solar,2022-09-19,Unsuspended,0,,2022,research road waste water treatment solar sa,research road waste water treatment,research road waste water treatment,solar,cer_historical_accredited_power_stations.csv
SRPVSA67,Revolution Roofing - Solar - SA,SA,0.1993,5010,Solar,2018-07-30,Unsuspended,0,,2018,revolution roofing solar sa,revolution roofing,revolution roofing,solar,cer_historical_accredited_power_stations.csv
SRPVSAB5,Richmond Grove PR2 - Solar - SA,SA,0.7832,5352,Solar,2019-03-29,Unsuspended,0,,2019,richmond grove pr2 solar sa,richmond grove pr2,richmond grove pr2,solar,cer_historical_accredited_power_stations.csv
SRPXSA11,Riverland Central Plaza - Solar w SGU - SA,SA,0.1999,5343,Solar,2025-09-18,Unsuspended,0,,2025,riverland central plaza solar w sgu sa,riverland central plaza,riverland central plaza,solar,cer_historical_accredited_power_stations.csv
SRPVSA95,Riverlands Freerange Blanchetown Solar - SA,SA,1.3938,5357,Solar,2018-12-14,Unsuspended,0,,2018,riverlands freerange blanchetown solar sa,riverlands freerange blanchetown solar,riverlands freerange blanchetown,solar,cer_historical_accredited_power_stations.csv
SRPVSAE6,Robern Menz Glynde - Solar w SGU - SA,SA,0.2107,5070,Solar,2019-10-11,Unsuspended,0,,2019,robern menz glynde solar w sgu sa,robern menz glynde,robern menz glynde,solar,cer_historical_accredited_power_stations.csv
SRPVSAS4,Roseworthy Campus - Solar - SA,SA,1.2038,5371,Solar,2023-03-27,Unsuspended,0,,2023,roseworthy campus solar sa,roseworthy campus,roseworthy campus,solar,cer_historical_accredited_power_stations.csv
SRPVSAP1,Roseworthy SCBC - Solar w SGU - SA,SA,0.2306,5371,Solar,2021-11-01,Unsuspended,0,,2021,roseworthy scbc solar w sgu sa,roseworthy scbc,roseworthy scbc,solar,cer_historical_accredited_power_stations.csv
SRPVSA08,Roseworthy Solar - SA,SA,0.184,5371,Solar,2014-08-01,Unsuspended,0,,2014,roseworthy solar sa,roseworthy solar,roseworthy,solar,cer_historical_accredited_power_stations.csv
SRPVSAB2,Rowland Flat PR1 - Solar w SGU - SA,SA,2.3376,5352,Solar,2019-03-01,Unsuspended,0,,2019,rowland flat pr1 solar w sgu sa,rowland flat pr1,rowland flat pr1,solar,cer_historical_accredited_power_stations.csv
SRPXSA09,S445 South Hummocks - Solar w BESS - SA,SA,4.9997,5550,Solar,2025-08-25,Unsuspended,0,,2025,s445 south hummocks solar w bess sa,s445 south hummocks,s445 south hummocks,solar,cer_historical_accredited_power_stations.csv
SRPVSAD3,SA Aquatic & Leisure Centre - Solar - SA,SA,0.512,5046,Solar,2019-08-02,Unsuspended,0,,2019,sa aquatic and leisure centre solar sa,aquatic and leisure centre,aquatic and leisure centre,solar,cer_historical_accredited_power_stations.csv
SRPVSAC5,SA Power Networks Depot Angle Park Main Warehouse - Solar w SGU - SA,SA,0.3499,5013,Solar,2019-06-07,Unsuspended,0,,2019,sa power networks depot angle park main warehouse solar w sgu sa,power networks depot angle park main warehouse,networks depot angle park main warehouse,solar,cer_historical_accredited_power_stations.csv
SRPVSAF8,SA Power Networks Depot Marlelston - Solar - SA,SA,0.2108,5033,Solar,2019-11-22,Unsuspended,0,,2019,sa power networks depot marlelston solar sa,power networks depot marlelston,networks depot marlelston,solar,cer_historical_accredited_power_stations.csv
SRPVSAC0,SA Produce Market - Solar - SA,SA,2.5006,5095,Solar,2019-05-16,Unsuspended,0,,2019,sa produce market solar sa,produce market,produce market,solar,cer_historical_accredited_power_stations.csv
SRPXSA04,SH LEASEHOLD PTY LTD - Solar w SGU - SA,SA,0.198,5096,Solar,2025-06-20,Unsuspended,0,,2025,sh leasehold pty ltd solar w sgu sa,sh leasehold,sh leasehold,solar,cer_historical_accredited_power_stations.csv
SRPVSAB4,SIDDALL LANGHORNE CREEK-SOLAR-SA,SA,0.195,5255,Solar,2019-03-21,Unsuspended,0,,2019,siddall langhorne creek solar sa,siddall langhorne creek solar,siddall langhorne creek,solar,cer_historical_accredited_power_stations.csv
SRPVSA13,Sabrina 1 Solar - SA,SA,0.495,5111,Solar,2016-08-16,Unsuspended,0,,2016,sabrina 1 solar sa,sabrina 1 solar,sabrina 1,solar,cer_historical_accredited_power_stations.csv
SRPVSAB6,Safcol - Solar - SA,SA,0.4499,5112,Solar,2019-03-28,Unsuspended,0,,2019,safcol solar sa,safcol,safcol,solar,cer_historical_accredited_power_stations.csv
SRPVSAF5,Safecorp Group Ltd - Solar - SA,SA,0.2244,5094,Solar,2019-11-20,Unsuspended,0,,2019,safecorp group ltd solar sa,safecorp group,safecorp group,solar,cer_historical_accredited_power_stations.csv
SRPVSAQ0,Saint Ignatius' College - Solar w SGU - SA,SA,0.1989,5076,Solar,2022-03-07,Unsuspended,0,,2022,saint ignatius college solar w sgu sa,saint ignatius college,saint ignatius college,solar,cer_historical_accredited_power_stations.csv
SRPXVC42,"Saints Rd , Salisbury Plain - Solar - SA",SA,0.2307,5109,Solar,2021-08-23,Unsuspended,0,,2021,saints rd salisbury plain solar sa,saints rd salisbury plain,saints rd salisbury plain,solar,cer_historical_accredited_power_stations.csv
SRPVSAU5,Sarstedt - Mawson Lakes - Solar - SA,SA,0.8222,5095,Solar,2023-09-20,Unsuspended,0,,2023,sarstedt mawson lakes solar sa,sarstedt mawson lakes,sarstedt mawson lakes,solar,cer_historical_accredited_power_stations.csv
SRPVSA71,Scholle IPN -Solar - SA,SA,0.7022,5113,Solar,2018-09-17,Unsuspended,0,,2018,scholle ipn solar sa,scholle ipn solar,scholle ipn,solar,cer_historical_accredited_power_stations.csv
HYMISA02,Seacliff Mini Hydro - SA,SA,1.155,5049,Hydro,2014-01-28,Unsuspended,0,,2014,seacliff mini hydro sa,seacliff mini hydro,seacliff mini,hydro,cer_historical_accredited_power_stations.csv
SRPVSAW3,Seaford Central - Solar w SGU - SA,SA,0.4647,5169,Solar,2025-02-05,Unsuspended,0,,2025,seaford central solar w sgu sa,seaford central,seaford central,solar,cer_historical_accredited_power_stations.csv
BEBGSA07,Seaford Heights - LFG and Solar - SA,SA,3.9762,5171,Solar,2019-12-02,Unsuspended,0,,2019,seaford heights lfg and solar sa,seaford heights lfg and solar,seaford heights lfg and,solar,cer_historical_accredited_power_stations.csv
SRPVSAC9,Sigma Healthcare - Solar - SA,SA,0.248,5095,Solar,2019-07-05,Unsuspended,0,,2019,sigma healthcare solar sa,sigma healthcare,sigma healthcare,solar,cer_historical_accredited_power_stations.csv
SRPVSAE4,Sims Gillman - Solar - SA,SA,0.4163,5013,Solar,2019-10-02,Unsuspended,0,,2019,sims gillman solar sa,sims gillman,sims gillman,solar,cer_historical_accredited_power_stations.csv
WD00SA17,Snowtown South Wind Farm - SA,SA,126.0,5520,Wind,2013-10-02,Unsuspended,0,,2013,snowtown south wind farm sa,snowtown south wind farm,snowtown south,wind,cer_historical_accredited_power_stations.csv
WD00SA09,Snowtown Wind Farm - SA,SA,100.8,5520,Wind,2007-12-24,Unsuspended,0,,2007,snowtown wind farm sa,snowtown wind farm,snowtown,wind,cer_historical_accredited_power_stations.csv
WD00SA16,Snowtown Wind Farm Stage 2 - SA,SA,144.0,5520,Wind,2013-10-01,Unsuspended,0,,2013,snowtown wind farm stage 2 sa,snowtown wind farm stage 2,snowtown stage 2,wind,cer_historical_accredited_power_stations.csv
SRPVSAN3,South Hummocks 1 - Solar - SA,SA,5.94,5550,Solar,2021-04-19,Unsuspended,0,,2021,south hummocks 1 solar sa,south hummocks 1,south hummocks 1,solar,cer_historical_accredited_power_stations.csv
SRPVSAM7,South Hummocks 2 - Solar - SA,SA,5.94,5550,Solar,2021-03-24,Unsuspended,0,,2021,south hummocks 2 solar sa,south hummocks 2,south hummocks 2,solar,cer_historical_accredited_power_stations.csv
SRPVSA82,South Road Edwardstown Solar - SA,SA,2.2602,5039,Solar,2018-11-14,Unsuspended,0,,2018,south road edwardstown solar sa,south road edwardstown solar,south road edwardstown,solar,cer_historical_accredited_power_stations.csv
SRPVSAY2,Southern Steel Pty - Brice Metal - Solar w SGU - SA,SA,0.1999,5094,Solar,2024-11-28,Unsuspended,0,,2024,southern steel pty brice metal solar w sgu sa,southern steel brice metal,southern steel brice metal,solar,cer_historical_accredited_power_stations.csv
SRPVSAY9,Southern Steel-Pooraka - Solar w SGU - SA,SA,0.2498,5095,Solar,2024-12-19,Unsuspended,0,,2024,southern steel pooraka solar w sgu sa,southern steel pooraka,southern steel pooraka,solar,cer_historical_accredited_power_stations.csv
SRPVSAH1,St Michael's College Solar - SA,SA,0.1999,5022,Solar,2020-02-11,Unsuspended,0,,2020,st michael s college solar sa,st michael s college solar,st michael s college,solar,cer_historical_accredited_power_stations.csv
SRPVSAG7,St Pauls College - Solar w SGU - SA,SA,0.2887,5086,Solar,2019-12-04,Unsuspended,0,,2019,st pauls college solar w sgu sa,st pauls college,st pauls college,solar,cer_historical_accredited_power_stations.csv
WD00SA01,Starfish Hill Wind Farm,SA,33.0,5162,Wind,2003-01-03,Unsuspended,0,,2003,starfish hill wind farm,starfish hill wind farm,starfish hill,wind,cer_historical_accredited_power_stations.csv
SRPVSAT7,State Herbarium - Solar(wSGU) - Adelaide - SA,SA,0.1792,5000,Solar,2023-10-26,Unsuspended,0,,2023,state herbarium solar wsgu adelaide sa,state herbarium,state herbarium,solar,cer_historical_accredited_power_stations.csv
SRPVSAZ3,Steel Building Systems - Solar - SA,SA,0.2,5113,Solar,2025-03-24,Unsuspended,0,,2025,steel building systems solar sa,steel building systems,steel building systems,solar,cer_historical_accredited_power_stations.csv
SRPVSAP2,Streaky Bay Energy Project - Solar - SA,SA,3.3844,5680,Solar,2021-11-15,Unsuspended,0,,2021,streaky bay energy project solar sa,streaky bay energy project,streaky bay,solar,cer_historical_accredited_power_stations.csv
SRPVSAC4,SummitHealth Mount Barker Solar - SA,SA,0.15,5251,Solar,2019-06-04,Unsuspended,0,,2019,summithealth mount barker solar sa,summithealth mount barker solar,summithealth mount barker,solar,cer_historical_accredited_power_stations.csv
SRPVSAM9,Swan Reach Pump Station 1 (SW3358) - Solar - SA,SA,6.308,5354,Solar,2021-04-08,Unsuspended,0,,2021,swan reach pump station 1 sw3358 solar sa,swan reach pump station 1 sw3358,swan reach pump 1 sw3358,solar,cer_historical_accredited_power_stations.csv
SRPVSAL1,Swan Reach Pump Station 2 (SW3359) - Solar - SA,SA,2.777,5353,Solar,2020-12-07,Unsuspended,0,,2020,swan reach pump station 2 sw3359 solar sa,swan reach pump station 2 sw3359,swan reach pump 2 sw3359,solar,cer_historical_accredited_power_stations.csv
SRPVSAN9,Symbion Pty Ltd - Solar - SA,SA,0.3305,5032,Solar,2021-07-12,Unsuspended,0,,2021,symbion pty ltd solar sa,symbion,symbion,solar,cer_historical_accredited_power_stations.csv
SRPVSAN0,TQEH Solar PV SA,SA,0.3902,5011,Solar,2021-04-15,Unsuspended,0,,2021,tqeh solar pv sa,tqeh solar pv,tqeh pv,solar,cer_historical_accredited_power_stations.csv
SRPVSAS1,Tailem Bend 2 Solar Farm - Solar - SA,SA,117.873,5260,Solar,2023-07-11,Unsuspended,0,,2023,tailem bend 2 solar farm solar sa,tailem bend 2 solar farm,tailem bend 2,solar,cer_historical_accredited_power_stations.csv
